image_id,xmin,ymin,xmax,ymax,class
836.bmp,55,116,66,127,puncta
836.bmp,58,108,69,119,puncta
836.bmp,66,102,78,114,puncta
836.bmp,68,51,79,63,puncta
836.bmp,69,41,81,52,puncta
836.bmp,71,26,82,38,puncta
836.bmp,75,47,86,59,puncta
836.bmp,81,106,93,117,puncta
836.bmp,88,0,99,10,puncta
836.bmp,93,32,104,44,puncta
836.bmp,94,19,106,31,puncta
836.bmp,100,45,111,57,puncta
836.bmp,103,34,114,45,puncta
836.bmp,103,63,114,74,puncta
836.bmp,105,0,116,8,puncta
836.bmp,107,36,118,48,puncta
836.bmp,112,54,124,66,puncta
1014.bmp,5,23,17,35,puncta
1014.bmp,12,18,24,30,puncta
1014.bmp,16,0,28,8,puncta
1014.bmp,21,8,33,20,puncta
1014.bmp,28,88,40,100,puncta
1014.bmp,30,0,42,9,puncta
1014.bmp,34,53,46,65,puncta
1014.bmp,50,51,61,63,puncta
1014.bmp,61,6,73,18,puncta
1014.bmp,89,99,101,111,puncta
1014.bmp,100,39,112,51,puncta
684.bmp,0,6,8,18,puncta
684.bmp,0,26,10,38,puncta
684.bmp,9,42,21,54,puncta
684.bmp,9,116,21,128,puncta
684.bmp,10,33,22,45,puncta
684.bmp,12,11,24,23,puncta
684.bmp,13,74,25,86,puncta
684.bmp,15,80,27,92,puncta
684.bmp,21,0,33,8,puncta
684.bmp,56,21,68,33,puncta
684.bmp,65,26,77,38,puncta
684.bmp,77,119,89,128,puncta
684.bmp,84,25,96,37,puncta
684.bmp,99,4,111,16,puncta
684.bmp,101,37,113,49,puncta
684.bmp,103,20,115,32,puncta
684.bmp,117,43,128,55,puncta
684.bmp,120,13,128,25,puncta
838.bmp,0,34,8,45,puncta
838.bmp,0,0,10,9,puncta
838.bmp,5,49,17,61,puncta
838.bmp,11,31,23,43,puncta
838.bmp,18,42,30,54,puncta
838.bmp,20,52,32,64,puncta
838.bmp,38,78,50,89,puncta
838.bmp,39,89,50,101,puncta
838.bmp,40,83,51,95,puncta
838.bmp,42,65,54,76,puncta
838.bmp,44,42,55,54,puncta
838.bmp,45,103,56,114,puncta
838.bmp,52,49,64,60,puncta
838.bmp,84,71,96,83,puncta
838.bmp,96,73,107,84,puncta
838.bmp,97,58,109,70,puncta
838.bmp,102,82,114,94,puncta
838.bmp,106,22,118,33,puncta
838.bmp,108,50,120,62,puncta
838.bmp,113,73,125,84,puncta
838.bmp,118,41,128,53,puncta
1820.bmp,14,78,26,90,puncta
1820.bmp,25,100,36,112,puncta
1820.bmp,43,62,55,74,puncta
1820.bmp,50,0,61,9,puncta
1820.bmp,64,46,75,58,puncta
1820.bmp,84,40,96,52,puncta
1820.bmp,96,105,108,117,puncta
1820.bmp,98,102,110,114,puncta
624.bmp,1,39,13,51,puncta
624.bmp,4,27,15,39,puncta
624.bmp,15,12,27,24,puncta
624.bmp,19,0,31,8,puncta
624.bmp,119,98,128,110,puncta
624.bmp,120,104,128,116,puncta
553.bmp,7,14,19,26,puncta
553.bmp,17,1,28,12,puncta
553.bmp,31,0,43,9,puncta
553.bmp,36,12,48,23,puncta
553.bmp,45,40,57,52,puncta
553.bmp,46,28,58,40,puncta
553.bmp,58,81,70,93,puncta
553.bmp,62,48,74,60,puncta
553.bmp,64,116,76,127,puncta
553.bmp,72,6,83,18,puncta
553.bmp,77,42,89,54,puncta
553.bmp,79,121,90,128,puncta
553.bmp,81,55,93,67,puncta
553.bmp,86,99,98,110,puncta
553.bmp,91,0,102,10,puncta
553.bmp,103,94,115,105,puncta
553.bmp,109,81,120,93,puncta
553.bmp,119,0,128,12,puncta
553.bmp,119,81,128,92,puncta
1613.bmp,0,60,8,72,puncta
1613.bmp,10,41,22,53,puncta
1613.bmp,21,19,33,31,puncta
1613.bmp,27,23,39,35,puncta
1613.bmp,31,36,43,48,puncta
1613.bmp,31,8,43,20,puncta
1613.bmp,36,37,48,49,puncta
1613.bmp,41,71,52,83,puncta
1613.bmp,41,67,53,79,puncta
1613.bmp,48,37,59,48,puncta
1613.bmp,51,59,63,71,puncta
1613.bmp,61,12,73,24,puncta
1613.bmp,72,77,84,89,puncta
1613.bmp,79,88,90,100,puncta
1613.bmp,80,18,92,30,puncta
1613.bmp,93,69,105,81,puncta
1613.bmp,94,60,106,72,puncta
1613.bmp,96,16,108,28,puncta
1613.bmp,96,90,108,102,puncta
1613.bmp,100,101,112,113,puncta
1613.bmp,104,91,116,103,puncta
1613.bmp,105,55,117,67,puncta
1613.bmp,108,0,120,12,puncta
1613.bmp,110,83,122,95,puncta
1613.bmp,116,71,128,83,puncta
1613.bmp,118,42,128,54,puncta
1866.bmp,0,88,7,100,puncta
1866.bmp,6,88,17,99,puncta
1866.bmp,11,1,23,13,puncta
1866.bmp,32,6,44,18,puncta
1866.bmp,101,32,113,44,puncta
1866.bmp,108,27,120,39,puncta
338.bmp,21,4,33,16,puncta
338.bmp,41,19,53,31,puncta
345.bmp,66,89,78,101,puncta
345.bmp,87,95,98,107,puncta
448.bmp,15,86,26,97,puncta
448.bmp,21,32,33,44,puncta
448.bmp,31,45,43,57,puncta
448.bmp,49,63,61,75,puncta
448.bmp,88,80,100,92,puncta
448.bmp,89,89,100,101,puncta
448.bmp,98,38,110,50,puncta
477.bmp,40,18,52,30,puncta
477.bmp,43,70,55,82,puncta
477.bmp,47,66,59,78,puncta
477.bmp,61,17,73,29,puncta
477.bmp,74,52,86,64,puncta
477.bmp,81,93,93,105,puncta
477.bmp,84,108,96,120,puncta
477.bmp,118,110,128,122,puncta
099.bmp,36,51,48,63,puncta
099.bmp,40,80,52,92,puncta
099.bmp,78,14,90,26,puncta
1119.bmp,58,45,70,56,puncta
1119.bmp,71,61,83,73,puncta
1119.bmp,74,55,86,67,puncta
1119.bmp,77,89,89,101,puncta
1119.bmp,88,74,100,86,puncta
1119.bmp,102,100,114,112,puncta
324.bmp,7,1,19,13,puncta
324.bmp,22,31,34,43,puncta
324.bmp,30,98,42,110,puncta
324.bmp,34,83,46,95,puncta
324.bmp,51,58,63,70,puncta
324.bmp,68,16,80,27,puncta
324.bmp,85,19,97,31,puncta
324.bmp,87,52,98,64,puncta
324.bmp,90,37,102,49,puncta
324.bmp,105,7,117,18,puncta
324.bmp,108,82,119,93,puncta
1809.bmp,9,34,21,46,puncta
1809.bmp,11,100,23,112,puncta
1809.bmp,12,26,24,38,puncta
1809.bmp,13,84,25,96,puncta
1809.bmp,38,20,50,32,puncta
1809.bmp,50,0,62,12,puncta
1809.bmp,53,6,65,18,puncta
1809.bmp,55,15,67,27,puncta
1809.bmp,85,15,97,27,puncta
1809.bmp,88,45,100,57,puncta
1809.bmp,103,30,115,42,puncta
1809.bmp,112,30,124,42,puncta
1343.bmp,0,6,8,18,puncta
1343.bmp,1,43,13,55,puncta
1343.bmp,2,19,14,31,puncta
1343.bmp,10,69,22,81,puncta
1343.bmp,15,82,27,94,puncta
1343.bmp,17,71,29,83,puncta
1343.bmp,29,97,41,109,puncta
1343.bmp,35,23,47,35,puncta
1343.bmp,44,87,56,99,puncta
1343.bmp,50,114,62,126,puncta
1343.bmp,58,19,70,31,puncta
1343.bmp,61,44,73,55,puncta
1343.bmp,66,0,78,11,puncta
1343.bmp,71,115,83,127,puncta
1343.bmp,81,30,93,42,puncta
1343.bmp,90,48,102,60,puncta
1343.bmp,91,7,103,19,puncta
1343.bmp,96,17,108,29,puncta
1343.bmp,98,13,110,25,puncta
1343.bmp,103,17,115,29,puncta
1343.bmp,104,43,116,55,puncta
1343.bmp,110,19,122,31,puncta
1343.bmp,110,9,122,21,puncta
1343.bmp,112,84,124,96,puncta
1343.bmp,119,49,128,61,puncta
503.bmp,3,118,15,128,puncta
503.bmp,37,27,49,39,puncta
503.bmp,62,62,74,74,puncta
503.bmp,70,68,82,79,puncta
149.bmp,25,10,37,22,puncta
149.bmp,31,0,43,11,puncta
149.bmp,39,53,51,65,puncta
149.bmp,60,36,72,48,puncta
149.bmp,89,91,101,103,puncta
149.bmp,90,62,102,74,puncta
149.bmp,103,62,115,74,puncta
149.bmp,103,51,115,63,puncta
149.bmp,111,46,123,58,puncta
331.bmp,7,0,19,8,puncta
331.bmp,23,67,35,79,puncta
331.bmp,32,9,44,21,puncta
331.bmp,36,14,48,26,puncta
331.bmp,75,68,87,80,puncta
331.bmp,102,102,114,114,puncta
331.bmp,103,112,115,124,puncta
331.bmp,112,29,124,41,puncta
800.bmp,0,73,6,85,puncta
800.bmp,6,46,18,58,puncta
800.bmp,19,70,31,82,puncta
800.bmp,29,18,40,30,puncta
800.bmp,37,58,48,69,puncta
800.bmp,44,29,55,41,puncta
800.bmp,66,39,77,51,puncta
800.bmp,94,118,106,128,puncta
800.bmp,101,119,112,128,puncta
800.bmp,102,29,114,41,puncta
800.bmp,119,97,128,108,puncta
800.bmp,120,72,128,84,puncta
1459.bmp,45,0,57,10,puncta
1459.bmp,48,39,60,51,puncta
1459.bmp,65,47,77,59,puncta
1459.bmp,66,40,78,52,puncta
1459.bmp,79,3,91,15,puncta
1459.bmp,108,56,120,67,puncta
457.bmp,72,34,84,46,puncta
457.bmp,82,45,94,57,puncta
457.bmp,99,3,111,15,puncta
189.bmp,12,45,23,57,puncta
189.bmp,17,39,29,51,puncta
189.bmp,34,86,46,98,puncta
189.bmp,44,35,56,47,puncta
189.bmp,55,25,67,37,puncta
189.bmp,61,76,73,88,puncta
189.bmp,75,46,87,58,puncta
189.bmp,80,112,92,124,puncta
189.bmp,83,56,94,68,puncta
189.bmp,97,104,109,116,puncta
189.bmp,104,111,116,123,puncta
189.bmp,107,69,119,81,puncta
189.bmp,108,50,120,62,puncta
102.bmp,21,96,33,107,puncta
102.bmp,62,4,74,16,puncta
102.bmp,63,10,75,22,puncta
102.bmp,71,17,83,29,puncta
102.bmp,80,34,92,46,puncta
102.bmp,98,84,110,96,puncta
102.bmp,99,88,111,100,puncta
1769.bmp,7,51,19,63,puncta
1769.bmp,8,112,20,124,puncta
1769.bmp,8,3,20,15,puncta
1769.bmp,14,56,26,68,puncta
1769.bmp,34,6,46,17,puncta
1769.bmp,36,39,48,51,puncta
1769.bmp,38,92,50,104,puncta
1769.bmp,40,114,52,126,puncta
1769.bmp,43,28,55,39,puncta
1769.bmp,60,91,72,103,puncta
1769.bmp,81,68,93,80,puncta
1769.bmp,82,32,93,43,puncta
1769.bmp,90,44,102,56,puncta
1769.bmp,96,49,108,61,puncta
1769.bmp,96,33,108,45,puncta
803.bmp,0,36,9,47,puncta
803.bmp,0,6,11,17,puncta
803.bmp,5,73,16,85,puncta
803.bmp,11,14,22,26,puncta
803.bmp,11,43,23,55,puncta
803.bmp,25,74,36,85,puncta
803.bmp,32,24,43,36,puncta
803.bmp,40,8,51,20,puncta
803.bmp,42,11,54,23,puncta
803.bmp,65,9,76,21,puncta
803.bmp,65,70,76,82,puncta
803.bmp,75,0,87,12,puncta
803.bmp,84,19,95,30,puncta
803.bmp,87,6,98,17,puncta
803.bmp,94,0,106,7,puncta
803.bmp,100,17,112,28,puncta
803.bmp,112,0,124,6,puncta
803.bmp,120,68,128,79,puncta
1647.bmp,0,55,9,67,puncta
1647.bmp,3,50,15,62,puncta
1647.bmp,6,56,18,68,puncta
1647.bmp,17,81,29,93,puncta
1647.bmp,18,103,30,115,puncta
1647.bmp,40,99,52,111,puncta
1647.bmp,43,113,55,125,puncta
1647.bmp,46,99,58,111,puncta
1647.bmp,53,114,65,126,puncta
1647.bmp,56,93,68,105,puncta
1647.bmp,65,30,77,42,puncta
1647.bmp,71,21,83,33,puncta
1647.bmp,76,74,88,86,puncta
1647.bmp,83,36,95,48,puncta
1647.bmp,87,34,99,46,puncta
1647.bmp,101,28,113,40,puncta
1647.bmp,104,1,116,13,puncta
1647.bmp,105,82,117,94,puncta
1647.bmp,108,90,120,102,puncta
1647.bmp,109,47,121,59,puncta
1647.bmp,112,1,124,13,puncta
351.bmp,3,100,15,112,puncta
351.bmp,12,99,24,111,puncta
351.bmp,116,25,128,37,puncta
351.bmp,119,22,128,34,puncta
402.bmp,2,46,14,58,puncta
402.bmp,13,29,25,41,puncta
402.bmp,47,0,59,8,puncta
402.bmp,57,45,69,57,puncta
402.bmp,68,5,80,17,puncta
402.bmp,74,3,86,15,puncta
402.bmp,95,117,106,128,puncta
402.bmp,98,43,110,55,puncta
402.bmp,99,8,111,20,puncta
402.bmp,117,83,128,95,puncta
708.bmp,0,81,12,92,puncta
708.bmp,4,88,15,99,puncta
708.bmp,5,26,17,38,puncta
708.bmp,26,65,38,77,puncta
708.bmp,45,92,57,103,puncta
708.bmp,71,81,83,93,puncta
708.bmp,72,77,84,89,puncta
708.bmp,84,32,96,43,puncta
708.bmp,87,91,99,102,puncta
708.bmp,98,91,109,102,puncta
925.bmp,0,88,8,100,puncta
925.bmp,0,73,11,84,puncta
925.bmp,2,29,14,41,puncta
925.bmp,20,0,32,6,puncta
925.bmp,22,19,33,31,puncta
925.bmp,35,28,46,40,puncta
925.bmp,36,106,47,117,puncta
925.bmp,40,13,51,24,puncta
925.bmp,49,46,60,57,puncta
925.bmp,55,23,66,35,puncta
925.bmp,59,8,71,20,puncta
925.bmp,63,120,75,128,puncta
925.bmp,65,82,77,94,puncta
925.bmp,65,0,77,10,puncta
925.bmp,69,34,80,46,puncta
925.bmp,69,8,81,19,puncta
925.bmp,72,0,84,9,puncta
925.bmp,73,85,85,97,puncta
297.bmp,11,96,23,108,puncta
297.bmp,23,103,35,115,puncta
297.bmp,29,52,41,64,puncta
297.bmp,31,47,43,59,puncta
297.bmp,65,17,77,29,puncta
297.bmp,67,103,79,115,puncta
297.bmp,77,109,89,121,puncta
297.bmp,99,0,111,7,puncta
297.bmp,100,58,112,70,puncta
297.bmp,105,75,117,87,puncta
297.bmp,108,61,120,73,puncta
297.bmp,118,87,128,99,puncta
1233.bmp,3,15,15,27,puncta
1233.bmp,12,8,24,20,puncta
1233.bmp,16,22,28,34,puncta
1233.bmp,21,22,33,34,puncta
1233.bmp,42,71,54,83,puncta
1233.bmp,65,64,77,76,puncta
1233.bmp,72,74,84,86,puncta
1233.bmp,84,109,96,121,puncta
1233.bmp,88,47,99,58,puncta
1233.bmp,93,2,105,14,puncta
1233.bmp,93,15,105,27,puncta
1233.bmp,94,27,106,39,puncta
1233.bmp,94,37,106,49,puncta
1233.bmp,103,13,115,25,puncta
1233.bmp,105,0,117,10,puncta
1233.bmp,105,19,117,31,puncta
1143.bmp,43,18,54,30,puncta
1143.bmp,50,14,62,26,puncta
1143.bmp,62,89,74,101,puncta
283.bmp,18,52,30,64,puncta
283.bmp,37,85,49,97,puncta
283.bmp,49,113,61,125,puncta
283.bmp,55,61,67,73,puncta
283.bmp,57,74,69,86,puncta
283.bmp,57,17,69,29,puncta
283.bmp,94,27,106,39,puncta
283.bmp,104,44,116,56,puncta
564.bmp,0,68,7,79,puncta
564.bmp,1,101,13,112,puncta
564.bmp,37,116,48,128,puncta
564.bmp,59,89,71,101,puncta
564.bmp,87,64,99,76,puncta
564.bmp,102,51,113,63,puncta
951.bmp,1,87,13,99,puncta
951.bmp,19,72,30,84,puncta
951.bmp,23,40,34,52,puncta
951.bmp,25,6,36,17,puncta
951.bmp,25,73,36,85,puncta
951.bmp,28,30,39,42,puncta
951.bmp,57,44,69,55,puncta
951.bmp,58,62,70,74,puncta
951.bmp,59,79,71,91,puncta
951.bmp,71,91,83,103,puncta
951.bmp,73,33,85,44,puncta
951.bmp,77,93,89,105,puncta
951.bmp,87,84,98,96,puncta
951.bmp,119,117,128,128,puncta
1053.bmp,82,102,94,114,puncta
1053.bmp,96,43,108,55,puncta
1586.bmp,0,34,9,45,puncta
1586.bmp,4,2,16,14,puncta
1586.bmp,6,7,18,19,puncta
1586.bmp,27,42,38,53,puncta
1586.bmp,42,79,54,91,puncta
1586.bmp,44,116,56,128,puncta
1586.bmp,46,19,58,31,puncta
1586.bmp,46,77,58,89,puncta
1586.bmp,50,110,62,122,puncta
1586.bmp,51,116,63,128,puncta
1586.bmp,56,72,68,84,puncta
1586.bmp,69,0,80,7,puncta
1586.bmp,72,49,84,61,puncta
1586.bmp,85,30,97,42,puncta
1586.bmp,100,43,112,55,puncta
1586.bmp,102,69,114,81,puncta
1586.bmp,102,60,114,72,puncta
1586.bmp,103,7,115,18,puncta
1586.bmp,108,48,120,60,puncta
1586.bmp,110,72,122,84,puncta
1586.bmp,114,7,126,19,puncta
960.bmp,42,103,53,114,puncta
960.bmp,47,121,58,128,puncta
960.bmp,73,7,85,19,puncta
960.bmp,80,119,91,128,puncta
960.bmp,90,101,102,112,puncta
960.bmp,100,118,112,128,puncta
218.bmp,0,13,8,25,puncta
218.bmp,0,117,11,128,puncta
218.bmp,4,47,16,59,puncta
218.bmp,7,27,19,39,puncta
218.bmp,24,50,36,62,puncta
218.bmp,28,1,40,13,puncta
218.bmp,31,19,43,31,puncta
218.bmp,51,45,63,57,puncta
218.bmp,55,101,67,113,puncta
218.bmp,61,92,73,104,puncta
218.bmp,75,77,87,89,puncta
218.bmp,90,44,102,56,puncta
218.bmp,104,37,116,49,puncta
218.bmp,108,40,119,52,puncta
354.bmp,15,30,27,42,puncta
354.bmp,28,27,40,39,puncta
354.bmp,34,84,46,96,puncta
354.bmp,35,76,47,88,puncta
354.bmp,46,3,58,15,puncta
354.bmp,48,105,60,117,puncta
354.bmp,62,11,74,23,puncta
354.bmp,102,93,114,105,puncta
354.bmp,103,86,115,98,puncta
354.bmp,117,32,128,44,puncta
437.bmp,10,98,22,110,puncta
437.bmp,13,101,25,113,puncta
437.bmp,89,16,101,28,puncta
437.bmp,92,99,104,111,puncta
209.bmp,0,103,11,115,puncta
209.bmp,8,100,19,111,puncta
209.bmp,105,107,117,119,puncta
1816.bmp,20,8,32,20,puncta
1816.bmp,25,57,37,69,puncta
1816.bmp,77,53,89,65,puncta
1816.bmp,86,13,98,25,puncta
1816.bmp,89,47,101,59,puncta
1816.bmp,92,36,104,48,puncta
1816.bmp,96,117,108,128,puncta
1816.bmp,105,45,117,57,puncta
1816.bmp,114,19,126,31,puncta
1257.bmp,30,104,42,116,puncta
1257.bmp,32,0,44,12,puncta
1257.bmp,38,16,50,28,puncta
1257.bmp,48,113,60,125,puncta
1257.bmp,54,30,66,42,puncta
1257.bmp,55,82,67,94,puncta
1257.bmp,57,42,68,54,puncta
1257.bmp,81,113,93,125,puncta
1257.bmp,83,30,95,42,puncta
1257.bmp,101,41,113,53,puncta
1257.bmp,101,101,113,113,puncta
1257.bmp,104,105,116,117,puncta
1257.bmp,104,73,116,85,puncta
1257.bmp,113,26,125,37,puncta
1257.bmp,118,18,128,30,puncta
569.bmp,0,17,9,29,puncta
569.bmp,14,118,26,128,puncta
569.bmp,25,66,37,78,puncta
569.bmp,31,102,43,114,puncta
569.bmp,33,82,45,94,puncta
569.bmp,42,57,54,69,puncta
569.bmp,42,109,54,121,puncta
569.bmp,48,0,60,8,puncta
569.bmp,58,54,70,66,puncta
569.bmp,64,46,76,58,puncta
569.bmp,68,82,80,94,puncta
569.bmp,69,88,81,100,puncta
569.bmp,77,110,89,122,puncta
569.bmp,77,39,89,51,puncta
569.bmp,95,105,107,117,puncta
569.bmp,111,33,123,45,puncta
569.bmp,117,93,128,105,puncta
1420.bmp,12,32,24,44,puncta
1420.bmp,15,31,27,42,puncta
1420.bmp,36,91,48,103,puncta
1420.bmp,42,44,53,56,puncta
1420.bmp,58,37,70,49,puncta
1420.bmp,71,0,83,12,puncta
1420.bmp,81,102,93,114,puncta
1420.bmp,83,23,95,35,puncta
1420.bmp,83,70,95,82,puncta
1420.bmp,88,36,100,48,puncta
1420.bmp,94,49,106,61,puncta
1420.bmp,95,18,107,30,puncta
1420.bmp,97,75,109,87,puncta
1420.bmp,104,5,116,17,puncta
1420.bmp,109,42,121,54,puncta
1785.bmp,10,80,22,92,puncta
1785.bmp,15,103,26,114,puncta
1785.bmp,17,114,29,126,puncta
1785.bmp,20,92,31,103,puncta
1785.bmp,29,88,41,100,puncta
1785.bmp,49,119,61,128,puncta
1785.bmp,54,116,66,128,puncta
1785.bmp,58,111,70,123,puncta
1785.bmp,59,107,71,119,puncta
1785.bmp,77,115,89,127,puncta
1785.bmp,84,119,96,128,puncta
1785.bmp,104,112,116,124,puncta
1785.bmp,113,102,125,114,puncta
1785.bmp,113,110,125,122,puncta
1785.bmp,119,91,128,103,puncta
1476.bmp,0,37,10,49,puncta
1476.bmp,3,21,15,33,puncta
1476.bmp,7,83,19,95,puncta
1476.bmp,9,95,21,106,puncta
1476.bmp,11,22,23,34,puncta
1476.bmp,15,35,27,46,puncta
1476.bmp,17,67,29,79,puncta
1476.bmp,19,25,30,37,puncta
1476.bmp,26,0,38,10,puncta
1476.bmp,32,30,44,42,puncta
1476.bmp,32,13,44,25,puncta
1476.bmp,32,5,44,17,puncta
1476.bmp,47,36,59,48,puncta
1476.bmp,54,12,66,24,puncta
1476.bmp,54,95,66,107,puncta
1476.bmp,55,103,66,114,puncta
1476.bmp,62,44,74,56,puncta
1476.bmp,62,19,74,31,puncta
1476.bmp,67,28,79,40,puncta
1476.bmp,69,94,80,106,puncta
1476.bmp,70,71,82,83,puncta
1476.bmp,78,57,90,69,puncta
1476.bmp,84,108,95,120,puncta
1476.bmp,91,0,103,8,puncta
1476.bmp,94,99,106,111,puncta
1476.bmp,97,51,109,63,puncta
1476.bmp,114,51,126,63,puncta
1476.bmp,115,56,127,68,puncta
1476.bmp,118,78,128,90,puncta
403.bmp,0,111,9,123,puncta
403.bmp,1,56,12,68,puncta
403.bmp,5,43,17,55,puncta
403.bmp,28,65,40,77,puncta
403.bmp,28,84,40,95,puncta
403.bmp,59,29,71,41,puncta
403.bmp,86,1,98,13,puncta
1694.bmp,13,28,25,40,puncta
1694.bmp,13,80,25,92,puncta
1694.bmp,28,0,40,9,puncta
1484.bmp,0,117,11,128,puncta
1484.bmp,11,79,23,91,puncta
1484.bmp,14,26,26,38,puncta
1484.bmp,20,27,32,39,puncta
1484.bmp,27,6,39,17,puncta
1484.bmp,28,65,40,77,puncta
1484.bmp,30,28,42,40,puncta
1484.bmp,33,6,45,18,puncta
1484.bmp,44,61,56,73,puncta
1484.bmp,47,20,59,32,puncta
1484.bmp,49,0,61,11,puncta
1484.bmp,50,56,62,68,puncta
1484.bmp,72,24,84,36,puncta
1484.bmp,78,75,90,87,puncta
1484.bmp,81,98,93,110,puncta
1484.bmp,85,21,97,33,puncta
1484.bmp,86,72,98,84,puncta
1484.bmp,96,88,108,100,puncta
1484.bmp,106,97,118,109,puncta
1484.bmp,106,10,118,21,puncta
1484.bmp,111,33,123,45,puncta
1484.bmp,118,29,128,41,puncta
079.bmp,17,119,29,128,puncta
079.bmp,19,108,31,120,puncta
079.bmp,51,110,63,122,puncta
079.bmp,62,110,74,122,puncta
079.bmp,89,106,101,118,puncta
079.bmp,90,1,102,13,puncta
079.bmp,92,117,104,128,puncta
079.bmp,110,108,122,120,puncta
079.bmp,116,29,128,41,puncta
671.bmp,0,66,7,78,puncta
671.bmp,7,27,19,38,puncta
671.bmp,20,63,31,74,puncta
671.bmp,20,70,32,81,puncta
671.bmp,21,16,33,27,puncta
671.bmp,22,7,34,18,puncta
671.bmp,24,92,36,104,puncta
671.bmp,27,99,39,110,puncta
671.bmp,37,37,49,48,puncta
671.bmp,61,7,73,19,puncta
671.bmp,67,115,79,126,puncta
671.bmp,69,121,81,128,puncta
671.bmp,82,13,94,24,puncta
671.bmp,86,45,97,56,puncta
671.bmp,87,57,98,69,puncta
671.bmp,87,66,99,78,puncta
671.bmp,88,0,99,10,puncta
671.bmp,94,40,106,51,puncta
262.bmp,1,62,13,74,puncta
262.bmp,19,72,31,84,puncta
262.bmp,24,8,36,20,puncta
262.bmp,29,57,41,69,puncta
262.bmp,32,0,44,11,puncta
262.bmp,50,88,62,100,puncta
262.bmp,67,13,79,25,puncta
1331.bmp,0,98,10,110,puncta
1331.bmp,0,44,11,56,puncta
1331.bmp,1,12,13,24,puncta
1331.bmp,19,101,31,113,puncta
1331.bmp,25,30,37,42,puncta
1331.bmp,32,29,44,41,puncta
1331.bmp,34,18,46,30,puncta
1331.bmp,34,0,46,9,puncta
1331.bmp,35,108,47,120,puncta
1331.bmp,44,112,56,124,puncta
1331.bmp,49,52,60,64,puncta
1331.bmp,53,72,65,84,puncta
1331.bmp,58,68,70,80,puncta
1331.bmp,61,16,73,28,puncta
1331.bmp,65,5,77,17,puncta
1331.bmp,66,106,78,118,puncta
1331.bmp,67,111,79,123,puncta
1331.bmp,97,9,109,21,puncta
1331.bmp,98,28,110,40,puncta
1331.bmp,109,108,121,120,puncta
1331.bmp,113,34,125,46,puncta
1331.bmp,118,61,128,73,puncta
1715.bmp,0,57,12,69,puncta
1715.bmp,7,65,19,77,puncta
1715.bmp,11,100,23,112,puncta
1715.bmp,27,88,39,100,puncta
1715.bmp,52,68,64,80,puncta
1715.bmp,52,75,64,87,puncta
1715.bmp,89,113,101,125,puncta
1715.bmp,102,96,114,108,puncta
1715.bmp,113,88,125,100,puncta
1715.bmp,117,119,128,128,puncta
1086.bmp,7,71,19,83,puncta
1086.bmp,17,5,29,17,puncta
1086.bmp,17,41,29,53,puncta
1086.bmp,41,45,53,57,puncta
1086.bmp,63,40,75,52,puncta
1086.bmp,66,2,78,14,puncta
1086.bmp,119,18,128,29,puncta
732.bmp,23,2,34,13,puncta
732.bmp,37,23,49,34,puncta
732.bmp,45,22,57,34,puncta
732.bmp,53,27,65,39,puncta
732.bmp,120,120,128,128,puncta
552.bmp,14,41,26,53,puncta
552.bmp,23,14,34,25,puncta
552.bmp,26,60,37,72,puncta
552.bmp,26,84,37,96,puncta
552.bmp,29,13,41,24,puncta
552.bmp,40,28,51,40,puncta
552.bmp,42,78,54,90,puncta
552.bmp,50,98,62,110,puncta
552.bmp,52,40,63,51,puncta
552.bmp,65,52,77,64,puncta
552.bmp,66,90,78,101,puncta
552.bmp,67,93,78,105,puncta
552.bmp,68,22,79,34,puncta
552.bmp,68,121,80,128,puncta
552.bmp,79,54,90,65,puncta
552.bmp,81,118,92,128,puncta
560.bmp,1,107,13,119,puncta
560.bmp,8,61,20,73,puncta
560.bmp,14,2,26,14,puncta
1042.bmp,5,21,17,33,puncta
1042.bmp,5,113,17,125,puncta
1042.bmp,35,95,47,107,puncta
1042.bmp,53,38,65,50,puncta
1042.bmp,75,59,87,71,puncta
1042.bmp,119,47,128,59,puncta
1810.bmp,0,102,11,114,puncta
1810.bmp,8,119,20,128,puncta
1810.bmp,8,16,20,28,puncta
1810.bmp,13,0,25,7,puncta
1810.bmp,15,120,27,128,puncta
1810.bmp,23,4,34,16,puncta
1810.bmp,23,28,35,40,puncta
1810.bmp,25,13,37,25,puncta
1810.bmp,30,110,42,122,puncta
1810.bmp,51,34,63,46,puncta
1810.bmp,55,116,67,128,puncta
1810.bmp,56,109,68,121,puncta
1810.bmp,59,82,71,94,puncta
1810.bmp,71,67,83,79,puncta
1810.bmp,75,20,87,32,puncta
1810.bmp,75,4,87,16,puncta
1810.bmp,89,0,101,9,puncta
1810.bmp,91,83,103,95,puncta
1810.bmp,94,48,106,60,puncta
1810.bmp,95,76,107,88,puncta
1810.bmp,100,55,112,67,puncta
1810.bmp,102,34,114,46,puncta
1810.bmp,108,6,120,18,puncta
1810.bmp,114,41,126,53,puncta
1810.bmp,116,50,128,62,puncta
1810.bmp,116,11,128,23,puncta
1810.bmp,118,61,128,73,puncta
1641.bmp,0,64,10,76,puncta
1641.bmp,0,72,10,84,puncta
1641.bmp,1,55,12,66,puncta
1641.bmp,6,26,18,38,puncta
1641.bmp,6,16,18,28,puncta
1641.bmp,21,27,33,39,puncta
1641.bmp,23,81,34,93,puncta
1641.bmp,26,101,37,113,puncta
1641.bmp,27,38,39,50,puncta
